Date,Orquestra,Title,Singer,Style,Composer,Author
1954-12-13,Osvaldo PUGLIESE,Si yo pudiera olvidarla,Jorge Maciel,TANGO,Osvaldo Tarantino,Alfredo Lucero Palacios
1955-09-02,Osvaldo PUGLIESE,Antiguo reloj de cobre,Miguel Montero,TANGO,Eduardo Marvezzi,Eduardo Marvezzi
1955-09-02,Osvaldo PUGLIESE,Emancipación, ,TANGO,Alfredo Bevilacqua, 
1955-09-02,Osvaldo PUGLIESE,Esta noche de luna,Jorge Maciel,TANGO,José García y Graciano Gómez,Héctor Marcó
1955-09-02,Osvaldo PUGLIESE,Mi serenata,Miguel Montero y Jorge Maciel,TANGO,Edgardo Donato,Juan Carlos Thorry
1955-09-22,Osvaldo PUGLIESE,Cascabelito,Jorge Maciel,TANGO,José Bohr,Juan Andrés Caruso
1955-09-22,Osvaldo PUGLIESE,El poncho del amor,Miguel Montero,TANGO,Antonio Scatasso,Alberto Vacarezza
1956-01-31,Osvaldo PUGLIESE,A mis compañeros, ,TANGO,Osvaldo Ruggiero, 
1956-01-31,Osvaldo PUGLIESE,No juegues a la guerra,Jorge Maciel,TANGO,Osvaldo Pugliese,Modesto Raúl Morales Miramonti
1956-03-20,Osvaldo PUGLIESE,A Roberto Peppe, ,TANGO,Esteban Gilardi, 
1956-03-20,Osvaldo PUGLIESE,Que te pasa Buenos Aires,Miguel Montero,TANGO,Eduardo Cortti,Juan José Correia
1956-05-30,Osvaldo PUGLIESE,Muchachos mi último tango,Miguel Montero,TANGO,Ernesto “Tití” Rossi,Justo Ricardo Thompson
1956-06-21,Osvaldo PUGLIESE,Orgullo criollo, ,TANGO,Julio De Caro y Pedro Laurenz, 
1956-06-21,Osvaldo PUGLIESE,Y todavia te quiero,Jorge Maciel,TANGO,Luciano Leocata,Abel Aznar
1956-07-04,Osvaldo PUGLIESE,Remembranza,Jorge Maciel,TANGO,Mario Melfi,Mario Battistella
1956-08-02,Osvaldo PUGLIESE,Silueta porteña,Miguel Montero y Jorge Maciel,MILONGA,Nicolás Luis Cuccaro y Juan Ventura Cuccaro,Ernesto Nolli y Orlando D'Aniello
1956-08-02,Osvaldo PUGLIESE,Te estaba esperando,Miguel Montero,TANGO,Roberto Giménez,Roberto Giménez
1956-10-26,Osvaldo PUGLIESE,Muchacha,Jorge Maciel,TANGO,Jesús Rilo Suárez y Luis Caruso,Jesús Rilo Suárez y Luis Caruso
1956-10-26,Osvaldo PUGLIESE,Suipacha, ,TANGO,Eduardo Arolas, 
1956-11-28,Osvaldo PUGLIESE,Nochero soy, ,TANGO,Oscar Herrero, 
1956-11-28,Osvaldo PUGLIESE,Y con eso donde voy,Miguel Montero,TANGO,Angel Cabral,Enrique Dizeo
1956-12-26,Osvaldo PUGLIESE,Marrón y azul, ,TANGO,Astor Piazzolla, 
1956-12-26,Osvaldo PUGLIESE,Mentiras,Miguel Montero y Jorge Maciel,TANGO,Juan Bautista Abad Reyes,Juan Bautista Abad Reyes
1957-04-04,Osvaldo PUGLIESE,Los largos del pibe,Miguel Montero,TANGO,Samuel Pribluda (Sampri),Enrique Lary
1957-04-04,Osvaldo PUGLIESE,Y sigo esperando,Jorge Maciel,TANGO,Cayetano Ziccaro,Juan Velich
1957-05-13,Osvaldo PUGLIESE,La novia del suburbio,Jorge Maciel,TANGO,Roberto Rufino,Agustín Minotti
1957-05-13,Osvaldo PUGLIESE,Pata ancha, ,TANGO,Mario Demarco, 
1957-06-24,Osvaldo PUGLIESE,La conciencia,Miguel Montero,TANGO,Emilio Balcarce,Manuel Barros
1957-06-24,Osvaldo PUGLIESE,Un tango para el recuerdo,Jorge Maciel,TANGO,Rafael del Bagno,Antonio Cantó
1957-07-10,Osvaldo PUGLIESE,Cachá viaje,Miguel Montero,TANGO,Jaime Vila,Ernesto Cardenal
1957-07-10,Osvaldo PUGLIESE,En otros caminos,Miguel Montero y Jorge Maciel,TANGO,Guillermo López,Oscar Pariente
1957-10-25,Osvaldo PUGLIESE,No me hablen de ella,Jorge Maciel,TANGO,Ernesto Rossi,Jorge Moreira
1957-10-25,Osvaldo PUGLIESE,Yunta de oro, ,TANGO,Osvaldo Ruggiero, 
1957-12-18,Osvaldo PUGLIESE,Pa' la muchachada,Miguel Montero,TANGO,Miguel Montero,Carlos Jonsson
1957-12-18,Osvaldo PUGLIESE,Perla fina,Jorge Maciel,TANGO,Norberto Omar y Juan Carlos Lotito,Vicente Vladimiro Vega
1958-01-02,Osvaldo PUGLIESE,Corazoneando, ,TANGO,Osvaldo Pugliese, 
1958-01-02,Osvaldo PUGLIESE,Gente amiga, ,TANGO,Ismael Spitalnik, 
1958-01-16,Osvaldo PUGLIESE,Gurisa,Miguel Montero,TANGO,Aminto Vidal,Enrique García Satur
1958-01-16,Osvaldo PUGLIESE,Julie, ,TANGO,Enrique Alessio y Carlos Lazzari, 
1958-03-26,Osvaldo PUGLIESE,Buen amigo, ,TANGO,Julio De Caro,Juan Carlos Marambio Catan
1958-03-26,Osvaldo PUGLIESE,Quién,Jorge Maciel,TANGO,Osvaldo Manzi,Luis Lira
1958-05-29,Osvaldo PUGLIESE,Adiós corazón,Jorge Maciel,TANGO,Lalo Etchegoncelay,Héctor Sapelli
1958-05-29,Osvaldo PUGLIESE,Che Cristóbal,Miguel Montero,TANGO,Orlando Calautti,Roberto Vallejos
1958-07-23,Osvaldo PUGLIESE,Acquaforte,Miguel Montero,TANGO,Horacio Pettorossi,Juan Carlos Marambio Catán
1958-07-23,Osvaldo PUGLIESE,Las tres banderas,Jorge Maciel,TANGO,Roberto Rufino,Carlos Antonio Russo
1958-08-06,Osvaldo PUGLIESE,La bordona, ,TANGO,Emilio Balcarce, 
1958-08-06,Osvaldo PUGLIESE,Que pinturita, ,TANGO,Esteban Gilardi, 
1958-11-19,Osvaldo PUGLIESE,Dicha pasada,Miguel Montero,TANGO,Guillermo Barbieri,Guillermo Barbieri
1958-11-19,Osvaldo PUGLIESE,Unión Cívica, ,TANGO,Domingo Santa Cruz, 
1958-12-10,Osvaldo PUGLIESE,Alma de bohemio, ,TANGO,Roberto Firpo,Juan Andrés Caruso
1958-12-10,Osvaldo PUGLIESE,Por qué me la nombran,Jorge Maciel,TANGO,Ernesto Rossi,Carlos Antonio Russo y Alfredo Dalton
1959-07-23,Osvaldo PUGLIESE,El pañuelito,Jorge Maciel,TANGO,Juan de Dios Filiberto,Gabino Coria Peñaloza
1959-07-23,Osvaldo PUGLIESE,Gallo ciego, ,TANGO,Agustin Bardi, 
1959-07-23,Osvaldo PUGLIESE,Mamita,Jorge Maciel,TANGO, , 
1959-07-23,Osvaldo PUGLIESE,Quejumbroso, ,TANGO,Oscar Herrero, 
1959-07-23,Osvaldo PUGLIESE,Si nace chancleta,Jorge Maciel,TANGO,Mario Demarco,Vicente Bonvissuto
1959-07-23,Osvaldo PUGLIESE,Y no podrás querer,Jorge Maciel,TANGO,Luis Riccardi,Silvio Marinucci
1959-07-24,Osvaldo PUGLIESE,Sentencia,Ricardo Medina,TANGO,Pedro Maffia,Celedonio Flores
1959-07-24,Osvaldo PUGLIESE,Y no le erré,Ricardo Medina,TANGO,Carlos Olmedo,Abel Aznar
1959-08-06,Osvaldo PUGLIESE,La cumparsita (con mezcla de autores),Jorge Maciel y Carlos Guido y Luis Mela,TANGO,Gerardo Matos Rodriguez,"Gerardo Matos Rodriguez, Luis Mela, Pascual Contursi y Enrique Maroni"
1959-08-06,Osvaldo PUGLIESE,Silencio,Jorge Maciel,TANGO,Carlos Gardel y Horacio Pettorossi,Alfredo Le Pera y Horacio Pettorossi
1959-08-07,Osvaldo PUGLIESE,Donde estas,Jorge Maciel,TANGO,Manuel Sucher,Carlos Bahr
1959-08-07,Osvaldo PUGLIESE,Por un cariño,Jorge Maciel y Carlos Guido,TANGO,J. Demon,Gerardo Alcázar
1960-07-15,Osvaldo PUGLIESE,A los amigos, ,TANGO,Armando Pontier, 
1960-07-15,Osvaldo PUGLIESE,Un lamento,Jorge Maciel,TANGO,Graciano De Leone,Eugenio Cardenas
1961-06-01,Osvaldo PUGLIESE,Corrientes bajo cero,Alfredo Belusi,TANGO,Roberto Chanel,Aldo Queirolo
1961-06-01,Osvaldo PUGLIESE,Malambeao, ,TANGO,Osvaldo Ruggiero, 
1961-07-01,Osvaldo PUGLIESE,Amigazo,Alfredo Belusi,TANGO,Juan de Dios Filiberto,Francisco Brancatti y Juan Velich
1961-07-01,Osvaldo PUGLIESE,Arrabal, ,TANGO,José Pascual, 
1961-07-01,Osvaldo PUGLIESE,Baldosa floja,Jorge Maciel y Alfredo Belusi,MILONGA,Julio Bocazzi y Florindo Sassone,Dante Gilardoni
1961-07-01,Osvaldo PUGLIESE,Con voz rebelde,Alfredo Belusi,TANGO,Eduardo Cortti,Carlos Zein
1961-07-01,Osvaldo PUGLIESE,La vieja vale mas,Jorge Maciel,TANGO, , 
1961-07-01,Osvaldo PUGLIESE,Malambeao, ,TANGO,Osvaldo Ruggiero, 
1961-07-01,Osvaldo PUGLIESE,Melenita de oro,Jorge Maciel,TANGO,Carlos Vicente Geroni Flores,Samuel Linnig
1961-07-01,Osvaldo PUGLIESE,Milonga del soldado,Jorge Maciel y Alfredo Belusi,MILONGA,Horacio Guarany,Horacio Guarany
1961-07-01,Osvaldo PUGLIESE,Muchachita del amanecer,Jorge Maciel,TANGO,Osvaldo Pugliese,Domingo Arcidiacono
1961-07-01,Osvaldo PUGLIESE,No tengo la culpa,Alfredo Belusi,TANGO,Carlos Olmedo,Arturo De La Torre
1961-07-01,Osvaldo PUGLIESE,Nonino, ,TANGO,Astor Piazzolla, 
1961-07-01,Osvaldo PUGLIESE,Nonino, ,TANGO,Astor Piazzolla, 
1961-07-01,Osvaldo PUGLIESE,Sueño malevo,Alfredo Belusi,TANGO,Leo Lipesker,Abel Aznar
1961-07-01,Osvaldo PUGLIESE,Vamos tropilla,Jorge Maciel y Alfredo Belusi,TANGO, , 
1961-08-01,Osvaldo PUGLIESE,Don Agustín Bardi, ,TANGO,Horacio Salgán, 
1961-08-01,Osvaldo PUGLIESE,La vi llegar,Jorge Maciel,TANGO,Enrique Francini,Julián Centeya
1961-09-01,Osvaldo PUGLIESE,Bronca,Alfredo Belusi,TANGO,Edmundo Rivero,Mario Battistella
1961-09-01,Osvaldo PUGLIESE,Coplas,Jorge Maciel y Alfredo Belusi,TANGO,Aníbal Troilo,Alberto Laureano Martínez
1961-10-01,Osvaldo PUGLIESE,Pregonera,Jorge Maciel y Alfredo Belusi,TANGO,Alfredo De Angelis,José Rótulo
1961-10-01,Osvaldo PUGLIESE,Senda de amor,Jorge Maciel,TANGO, , 
1961-11-01,Osvaldo PUGLIESE,Dos amores,Jorge Maciel,TANGO,Antonio Sureda,Gerónimo Sureda
1961-11-01,Osvaldo PUGLIESE,Un tropezón,Alfredo Belusi,TANGO,Raúl De los Hoyos,Luis Bayón Herrera
1961-12-01,Osvaldo PUGLIESE,Candombe blanco,Jorge Maciel y Alfredo Belusi,TANGO,Emilio Balcarce,Julio Camilloni
1961-12-01,Osvaldo PUGLIESE,Festejando, ,TANGO,Héctor Stamponi, 
1962-04-01,Osvaldo PUGLIESE,Cabulero, ,TANGO,Leopoldo Federico,Manuel Ceferino Flores
1962-04-01,Osvaldo PUGLIESE,No me pregunten por qué,Alfredo Belusi,TANGO,Carlos Di Sarli,Reynaldo Pignataro
1962-05-01,Osvaldo PUGLIESE,El vino triste,Alfredo Belusi,TANGO,Juan D'Arienzo,Manuel Romero
1962-05-01,Osvaldo PUGLIESE,Llevame carretero,Jorge Maciel,TANGO,Manuel Parada,José Cicarelli
1962-06-01,Osvaldo PUGLIESE,Cardo y malvón, ,TANGO,Osvaldo Pugliese, 
1962-06-01,Osvaldo PUGLIESE,El pescante,Alfredo Belusi,TANGO,Sebastián Piana,Homero Manzi
1962-08-01,Osvaldo PUGLIESE,Bordoneo y novecientos, ,MILONGA,Osvaldo Ruggiero, 
1962-08-01,Osvaldo PUGLIESE,Desencuentro,Alfredo Belusi,TANGO,Aníbal Troilo,Cátulo Castillo
1962-09-01,Osvaldo PUGLIESE,De mi ciudad,Jorge Maciel,TANGO, , 
1962-09-01,Osvaldo PUGLIESE,Nostálgico, ,TANGO,Julián Plaza, 
1962-09-01,Osvaldo PUGLIESE,Por qué la quise tanto,Jorge Maciel,TANGO,Mariano Mores,Rodolfo Taboada
1962-12-01,Osvaldo PUGLIESE,Inspiración, ,TANGO,Peregrino Paulos,Luis Rubistein
1963-04-01,Osvaldo PUGLIESE,El adios,Jorge Maciel,TANGO,Maruja Pacheco Huergo,Virgilio San Clemente
1963-05-01,Osvaldo PUGLIESE,Charamusca, ,TANGO,Francisco Canaro, 
1963-11-01,Osvaldo PUGLIESE,Decime Dios dónde estás,Jorge Maciel,TANGO,Manuel Sucher,Tita Merello
1963-11-01,Osvaldo PUGLIESE,La cabrera, ,TANGO, , 
1964-01-01,Osvaldo PUGLIESE,Enamorado estoy,Abel Córdoba,TANGO,José Márquez,Oscar Fresedo
1964-04-01,Osvaldo PUGLIESE,El amanecer, ,TANGO,Roberto Firpo, 
1964-04-01,Osvaldo PUGLIESE,La solita,Jorge Maciel,TANGO, , 
1964-05-01,Osvaldo PUGLIESE,Cómo aprender a quererte,Abel Córdoba,TANGO,Carlos Lucero,Javier Mazzea
1964-05-01,Osvaldo PUGLIESE,La payanca, ,TANGO,Augusto Berto,Jesús Fernández Blanco
1964-07-01,Osvaldo PUGLIESE,Norteño, ,TANGO,Emilio Balcarce, 
1964-07-01,Osvaldo PUGLIESE,Será una noche,Jorge Maciel,TANGO,José Tinelli,Manuel Ferradás Campos
1964-08-01,Osvaldo PUGLIESE,Pa' la guardia, ,TANGO,Ernesto Baffa y Antonio Scelza, 
1964-09-01,Osvaldo PUGLIESE,Que falta que me hacés,Jorge Maciel,TANGO,Armando Pontier y Miguel Caló,Federico Silva
1964-11-01,Osvaldo PUGLIESE,Abrazo fraternal,Jorge Maciel y Abel Cordoba,TANGO,Arturo Penón,Vicente Demarco
1964-11-01,Osvaldo PUGLIESE,Morena, ,MILONGA,Julián Plaza, 
1964-12-01,Osvaldo PUGLIESE,El relámpago, ,TANGO,Florindo Sassone, 
1964-12-01,Osvaldo PUGLIESE,Nido gaucho,Jorge Maciel y Abel Cordoba,TANGO,Carlos Di Sarli,Héctor Marcó
1965-04-01,Osvaldo PUGLIESE,A los artistas plásticos, ,TANGO,Osvaldo Pugliese, 
1965-04-01,Osvaldo PUGLIESE,Buenos Aires - Tokio, ,TANGO,Julián Plaza, 
1965-04-01,Osvaldo PUGLIESE,La casita de mis viejos,Jorge Maciel,TANGO,Juan Carlos Cobián,Enrique Cadícamo
1965-08-01,Osvaldo PUGLIESE,Canción de rango (Pa' que se callen),Abel Córdoba,TANGO,Raúl Kaplún,José María Suñé
1965-08-01,Osvaldo PUGLIESE,Lorenzo, ,TANGO,Agustín Bardi, 
1965-09-01,Osvaldo PUGLIESE,Whisky,Abel Córdoba,TANGO,Héctor Marcó,Héctor Marcó
1965-09-01,Osvaldo PUGLIESE,Yo soy del treinta,Abel Córdoba,TANGO,Aníbal Troilo,Héctor Méndez
1965-10-01,Osvaldo PUGLIESE,Canaro en Paris, ,TANGO,Juan Caldarella y Alejandro Scarpino,José Scarpino
1965-10-01,Osvaldo PUGLIESE,Frase,Jorge Maciel,TANGO, , 
1965-10-01,Osvaldo PUGLIESE,Orlando Goñi, ,TANGO,Alfredo Gobbi, 
1965-11-01,Osvaldo PUGLIESE,Carmen,Jorge Maciel y Abel Córdoba,TANGO,Enrique Delfino,Mario Rada
1966-04-01,Osvaldo PUGLIESE,La mariposa, ,TANGO,Pedro Maffia,Celedonio Flores
1966-05-01,Osvaldo PUGLIESE,Jamás lo vas a saber,Jorge Maciel,TANGO,Manuel Sucher,Abel Aznar
1966-05-01,Osvaldo PUGLIESE,Verano porteño, ,TANGO,Astor Piazzolla, 
1966-06-01,Osvaldo PUGLIESE,Con voz rebelde,Abel Córdoba,TANGO,Eduardo Cortti,Carlos Zein
1966-06-01,Osvaldo PUGLIESE,Que solo estoy,Jorge Maciel,TANGO,Raúl Kaplún,Roberto Miró
1966-08-01,Osvaldo PUGLIESE,El motivo (Pobre paica), ,TANGO,Juan Carlos Cobián,Pascual Contursi
1966-08-01,Osvaldo PUGLIESE,Navidad (2),Jorge Maciel,VALS,Osvaldo Pugliese,Eduardo Moreno
1966-08-01,Osvaldo PUGLIESE,Se tiran conmigo,Abel Córdoba,TANGO,Ángel Díaz y Luis Díaz [h],Luis Díaz [h]
1966-09-01,Osvaldo PUGLIESE,Mi lejana Buenos Aires, ,TANGO,Emilio Balcarce, 
1966-09-01,Osvaldo PUGLIESE,Recuerdo,Jorge Maciel,TANGO,Osvaldo Pugliese,Eduardo Moreno
1966-10-01,Osvaldo PUGLIESE,Asi era ella muchachos,Jorge Maciel,TANGO,Ángel Di Rosa,José Cabodevilla
1966-10-01,Osvaldo PUGLIESE,Locura tanguera, ,TANGO,Osvaldo Ruggiero, 
1966-11-01,Osvaldo PUGLIESE,Caminito,Jorge Maciel,TANGO,Juan de Dios Filiberto,Gabino Coria Peñaloza
1966-11-01,Osvaldo PUGLIESE,El inquilino,Abel Córdoba,TANGO,Javier Mazzea,Carlos Lucero
1966-12-01,Osvaldo PUGLIESE,Nobleza de arrabal, ,TANGO,Francisco Canaro,Homero Manzi
1967-04-01,Osvaldo PUGLIESE,Lágrimas de sangre,Jorge Maciel,TANGO,Roberto Giménez,Roberto Giménez
1967-05-01,Osvaldo PUGLIESE,Sin gritar,Abel Córdoba,TANGO, , 
1967-05-01,Osvaldo PUGLIESE,Una lágrima,Abel Córdoba,TANGO,Nicolás Verona,Eugenio Cárdenas
1967-06-01,Osvaldo PUGLIESE,Bien de abajo,Abel Córdoba,TANGO,Arturo Penón,Héctor Negro
1967-06-01,Osvaldo PUGLIESE,Didí, ,TANGO,Roberto Firpo, 
1967-07-01,Osvaldo PUGLIESE,Imagen campera,Jorge Maciel y Abel Córdoba,TANGO, , 
1967-07-01,Osvaldo PUGLIESE,Marejada, ,TANGO,Roberto Firpo,Daniel López Barreto
1967-08-01,Osvaldo PUGLIESE,Bien de tango, ,TANGO, , 
1967-08-01,Osvaldo PUGLIESE,Decencia,Jorge Maciel,TANGO, , 
1967-09-01,Osvaldo PUGLIESE,Bandoneón arrabalero, ,TANGO, Bachicha,Pascual Contursi
1967-09-01,Osvaldo PUGLIESE,Tangueando te quiero,Abel Cordoba ,TANGO,Carlos Di Sarli,Héctor Marcó
1967-10-01,Osvaldo PUGLIESE,Universo, ,TANGO, , 
1967-11-01,Osvaldo PUGLIESE,Arrepentido,Jorge Maciel,TANGO,Rodolfo Sciammarella,Rodolfo Sciammarella
1967-11-01,Osvaldo PUGLIESE,El negro cambambá,Abel Córdoba,MILONGA,Osvaldo Pugliese,Juan Carlos Bagalá
1967-11-01,Osvaldo PUGLIESE,Esta ciudad,Jorge Maciel,TANGO, , 
1968-11-01,Osvaldo PUGLIESE,El entrerriano, ,TANGO,Rosendo Mendizabal,Homero Exposito
1968-11-01,Osvaldo PUGLIESE,Muñequita,Abel Córdoba,TANGO,Francisco Lomuto,Adolfo Herschel
1968-12-01,Osvaldo PUGLIESE,Mi primer goal,Abel Córdoba,TANGO, , 
1968-12-01,Osvaldo PUGLIESE,Qué noche, ,TANGO,Agustín Bardi, 
1969-04-01,Osvaldo PUGLIESE,Che colectivero,Abel Córdoba,TANGO,Osvaldo Pugliese,Julio Camilloni
1969-05-01,Osvaldo PUGLIESE,El encopao,Abel Córdoba,TANGO,Osvaldo Pugliese,Enrique Dizeo
1969-05-01,Osvaldo PUGLIESE,El pensamiento, ,TANGO,José Martínez,Francisco García Jiménez
1969-06-01,Osvaldo PUGLIESE,Canción para un niño negro,Abel Córdoba,MILONGA,Fulvio Salamanca,Carlos Zein
1969-06-01,Osvaldo PUGLIESE,Ciudad triste, ,TANGO,Osvaldo Tarantino, 
1969-06-01,Osvaldo PUGLIESE,El marne, ,TANGO,Eduardo Arolas, 
1969-07-01,Osvaldo PUGLIESE,A Evaristo Carriego, ,TANGO,Eduardo Rovira, 
1969-07-01,Osvaldo PUGLIESE,Manon,Abel Córdoba,TANGO,Arturo De Bassi,Antonio Miguel Podestá
1969-08-01,Osvaldo PUGLIESE,Bando, ,TANGO,Astor Piazzolla, 
1969-08-01,Osvaldo PUGLIESE,La biandunga, ,TANGO,Osvaldo Pugliese, 
1969-09-01,Osvaldo PUGLIESE,Tu angustia y mi dolor,Abel Córdoba,TANGO,Alfredo Gobbi,Julio Camilloni
1969-09-01,Osvaldo PUGLIESE,Zorro gris, ,TANGO,Rafael Tuegols,Francisco García Jiménez
1969-10-01,Osvaldo PUGLIESE,Gente de teatro, ,TANGO, , 
1969-10-01,Osvaldo PUGLIESE,Pavadas,Abel Córdoba,TANGO,Mario Demarco, Isusi
1969-11-01,Osvaldo PUGLIESE,La última cita, ,TANGO,Agustín Bardi,Francisco García Jiménez
1969-11-01,Osvaldo PUGLIESE,Te quiero como te quiero,Abel Córdoba,TANGO, , 
1970-01-01,Osvaldo PUGLIESE,El recodo, ,TANGO,Alejandro Junnissi,Armando Tagini
1970-01-01,Osvaldo PUGLIESE,Shusheta (El aristócrata), ,TANGO,Juan Carlos Cobián,Enrique Cadícamo
1970-05-01,Osvaldo PUGLIESE,Balada para un loco, ,TANGO,Astor Piazzolla,Horacio Ferrer
1970-05-01,Osvaldo PUGLIESE,Taconeando, ,TANGO,Pedro Maffia,José Horacio Staffolani
1970-06-01,Osvaldo PUGLIESE,Lágrimas, ,TANGO,Eduardo Arolas, 
1970-06-01,Osvaldo PUGLIESE,Sentimental y canyengue, ,TANGO,Víctor Felice y Leopoldo Federico, 
1970-07-01,Osvaldo PUGLIESE,Farolito de mi barrio, ,TANGO,Enrique Pollet,José De Grandis
1970-07-01,Osvaldo PUGLIESE,Hasta el último tren,Abel Córdoba,TANGO,Julio Ahumada,Julio Camilloni
1971-01-01,Osvaldo PUGLIESE,Sensorial, ,TANGO,Dino Saluzzi y Mauricio Marcelli, 
1972-04-25,Osvaldo PUGLIESE,La Beba, ,TANGO,Osvaldo Pugliese, 
1972-04-25,Osvaldo PUGLIESE,Tinta roja, ,TANGO,Sebastián Piana,Cátulo Castillo
1972-05-12,Osvaldo PUGLIESE,Ni triste ni solo,Abel Córdoba,TANGO, , 
1972-05-12,Osvaldo PUGLIESE,No me pregunten por qué,Abel Córdoba,TANGO,Carlos Di Sarli,Reynaldo Pignataro
1972-06-26,Osvaldo PUGLIESE,El andariego, ,TANGO,Alfredo Gobbi, 
1972-06-26,Osvaldo PUGLIESE,La revancha, ,TANGO,Pedro Laurenz, 
1972-07-17,Osvaldo PUGLIESE,Si se calla el cantor,Abel Córdoba,TANGO, , 
1972-07-17,Osvaldo PUGLIESE,Tormento,Abel Córdoba,TANGO,Charlo,Luis César Amadori
1972-11-10,Osvaldo PUGLIESE,De puro guapo, ,TANGO,Pedro Laurenz,Manuel Meaños
1972-12-06,Osvaldo PUGLIESE,Los hermanos,Abel Córdoba,MILONGA, , 
1972-12-06,Osvaldo PUGLIESE,Poema n°2 (El jubilado),Abel Córdoba,TANGO, , 
1972-12-20,Osvaldo PUGLIESE,Ojos negros, ,TANGO,Vicente Greco,Pedro Numa Cordoba
1972-12-22,Osvaldo PUGLIESE,La vaquita,Abel Córdoba,MILONGA, , 
1972-12-27,Osvaldo PUGLIESE,Corchito,Abel Córdoba,TANGO, , 
1973-12-12,Osvaldo PUGLIESE,Camandulaje, ,TANGO,Alfredo Gobbi, 
1973-12-12,Osvaldo PUGLIESE,Zum, ,TANGO,Astor Piazzolla, 
1973-12-26,Osvaldo PUGLIESE,Cuando llora la milonga, ,TANGO,Juan de Dios Filiberto,María Luisa Carnelli
1974-05-03,Osvaldo PUGLIESE,La cancion de Buenos Aires,Abel Córdoba,TANGO,Orestes Cúfaro y Azucena Maizani,Manuel Romero
1974-09-27,Osvaldo PUGLIESE,Arrabal, ,TANGO,José Pascual, 
1974-09-27,Osvaldo PUGLIESE,Te quiero,Abel Córdoba,TANGO,Francisco Canaro,Francisco Canaro
1974-12-11,Osvaldo PUGLIESE,Callejera,Abel Córdoba,TANGO,Fausto Frontera,Enrique Cadícamo
1974-12-11,Osvaldo PUGLIESE,Malena, ,TANGO,Lucio Demare,Homero Manzi
1975-05-03,Osvaldo PUGLIESE,Corrales viejos, ,MILONGA,Anselmo Aieta,Francisco Laino
1976-05-14,Osvaldo PUGLIESE,Callao once, ,TANGO,Javier Mazzea, 
1976-05-14,Osvaldo PUGLIESE,Uno,Abel Cordoba,TANGO,Mariano Mores,Enrique Santos Discepolo
1976-06-04,Osvaldo PUGLIESE,Adiós pampa mía,Abel Córdoba,TANGO,Francisco Canaro y Mariano Mores,Ivo Pelay
1976-06-04,Osvaldo PUGLIESE,Para Eduardo Arolas, ,TANGO, , 
1976-10-13,Osvaldo PUGLIESE,Tiempos viejos (Te acordas hermano),Abel Córdoba,TANGO,Francisco Canaro,Manuel Romero
1976-10-14,Osvaldo PUGLIESE,Sur,Abel Córdoba,TANGO,Aníbal Troilo,Homero Manzi
1977-06-14,Osvaldo PUGLIESE,El día que me quieras, ,TANGO,Carlos Gardel,Alfredo Le Pera
1977-06-14,Osvaldo PUGLIESE,Quejas de bandoneón, ,TANGO,Juan de Dios Filiberto, 
1977-10-20,Osvaldo PUGLIESE,Los mareados, ,TANGO,Juan Carlos Cobian,Enrique Cadicamo
1977-10-20,Osvaldo PUGLIESE,Mentira,Nelly Vázquez,TANGO,Francisco Pracánico,Celedonio Flores
1978-12-20,Osvaldo PUGLIESE,El africano, ,TANGO,Eduardo Pereyra,Francisco Lío
1978-12-20,Osvaldo PUGLIESE,El japanga, ,TANGO, , 
1978-12-20,Osvaldo PUGLIESE,Mato y voy, ,TANGO,Ernesto Baffa, 
1979-12-27,Osvaldo PUGLIESE,Berretín, ,TANGO,Pedro Laurenz,Enrique Cadícamo
1979-12-27,Osvaldo PUGLIESE,Desde el alma, ,VALS,Rosita Melo,Homero Manzi y Víctor Piuma Vélez
1979-12-27,Osvaldo PUGLIESE,Madrugados bien temprano, ,TANGO, , 
1979-12-27,Osvaldo PUGLIESE,Mi noche triste, ,TANGO,Samuel Castriota,Pascual Contursi
1979-12-27,Osvaldo PUGLIESE,Parlamento, ,TANGO,Julio De Caro,Richard Russo
1980-06-03,Osvaldo PUGLIESE,A los artistas plásticos, ,TANGO,Osvaldo Pugliese, 
1980-06-03,Osvaldo PUGLIESE,Tengo calle, ,TANGO, , 
1980-09-10,Osvaldo PUGLIESE,Cuando tallan los recuerdos, ,TANGO,Rafael Rossi,Enrique Cadícamo
1980-09-10,Osvaldo PUGLIESE,De pura cepa, ,MILONGA,José Ceglie,Osvaldo Sosa Cordero
1980-09-10,Osvaldo PUGLIESE,Montaraz, ,TANGO, , 
1980-09-10,Osvaldo PUGLIESE,Recién,Abel Córdoba,TANGO,Osvaldo Pugliese,Homero Manzi
1981-07-01,Osvaldo PUGLIESE,Quinto año,Adrián Guida,TANGO,Osvaldo Tarantino,Juanca Tavera
1981-07-01,Osvaldo PUGLIESE,Tiempo de tranvías,Abel Córdoba,TANGO, , 
1981-07-08,Osvaldo PUGLIESE,Cómo se pianta la vida,Abel Córdoba,TANGO,Carlos Viván,Carlos Viván
1981-07-08,Osvaldo PUGLIESE,Después,Abel Córdoba,TANGO,Hugo Gutiérrez,Homero Manzi
1981-07-17,Osvaldo PUGLIESE,Cómo te parecés a mi guitarra,Adrián Guida,MILONGA, , 
1981-07-17,Osvaldo PUGLIESE,Madrugada porteña,Eduardo Espinosa,TANGO, , 
1981-07-29,Osvaldo PUGLIESE,Contame una historia,Hernán Salinas,TANGO,Eladia Blázquez,Mario Iaquinandi
